"lat.x","lon.x","year","eventDate","scientificName","weather_station_id","stname","lat.y","lon.y","address","city","state"
-17.5,126.1,2024,2024-04-22 06:47:00,"Chloebia gouldiae","942060-99999","FITZROY CROSSING AERO",-18.183,125.567,"Forrest Road, Junjuwa, Fitzroy Crossing, Shire Of Derby-West Kimberley, Western Australia, 6765, Australia","Forrest Road","Western Australia"
-17.5,126.2,2024,2024-02-10 07:20:00,"Chloebia gouldiae","942060-99999","FITZROY CROSSING AERO",-18.183,125.567,"Forrest Road, Junjuwa, Fitzroy Crossing, Shire Of Derby-West Kimberley, Western Australia, 6765, Australia","Forrest Road","Western Australia"
-17.5,126.1,2024,2024-05-25 06:10:00,"Chloebia gouldiae","942060-99999","FITZROY CROSSING AERO",-18.183,125.567,"Forrest Road, Junjuwa, Fitzroy Crossing, Shire Of Derby-West Kimberley, Western Australia, 6765, Australia","Forrest Road","Western Australia"
-17.5,126.1,2024,2024-05-31,"Chloebia gouldiae","942060-99999","FITZROY CROSSING AERO",-18.183,125.567,"Forrest Road, Junjuwa, Fitzroy Crossing, Shire Of Derby-West Kimberley, Western Australia, 6765, Australia","Forrest Road","Western Australia"
-17.1,125.1,2024,2024-05-12 06:16:00,"Chloebia gouldiae","942060-99999","FITZROY CROSSING AERO",-18.183,125.567,"Forrest Road, Junjuwa, Fitzroy Crossing, Shire Of Derby-West Kimberley, Western Australia, 6765, Australia","Forrest Road","Western Australia"
-17.1,125.2,2024,2024-04-07 11:30:00,"Chloebia gouldiae","942110-99999","MOUNT ELIZABETH",-16.417,126.1,"Mount Elizabeth Station Access Road, Mount Elizabeth Station, Gibb, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Mount Elizabeth Station Access Road","Western Australia"
-17,125.6,2024,2024-03-29 14:46:00,"Chloebia gouldiae","942110-99999","MOUNT ELIZABETH",-16.417,126.1,"Mount Elizabeth Station Access Road, Mount Elizabeth Station, Gibb, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Mount Elizabeth Station Access Road","Western Australia"
-16.8,124.8,2024,2024-07-06 07:45:00,"Chloebia gouldiae","945953-99999","CURTIN",-17.581,123.828,"RAAF Base Access Road, Willare, Shire Of Derby-West Kimberley, Western Australia, Australia","RAAF Base Access Road","Western Australia"
-16.6,128.2,2024,2024-05-08 09:25:00,"Chloebia gouldiae","942170-99999","ARGYLE AERODROME",-16.633,128.45,"Argyle Airport, Airport Road, Argyle Diamond Mine, Lake Argyle, Argyle Village, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Argyle Airport","Western Australia"
-16.6,123,2024,2024-07-03 07:02:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.6,122.9,2024,2024-07-03 07:06:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.58397,134.97164,2024,2024-03-11,"Chloebia gouldiae","942390-99999","MCARTHUR RIVER MINE",-16.433,136.067,"Carpentaria Highway, Mcarthur, McArthur River Mine, Roper Gulf Region, Northern Territory, 0852, Australia","Carpentaria Highway","Northern Territory"
-16.5,123,2024,2024-04-20 09:38:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.5,123,2024,2024-05-07 08:20:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.5,123,2024,2024-04-20 14:03:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.5,123,2024,2024-04-20 16:23:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.5,123,2024,2024-04-21 09:15:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.5,123,2024,2024-04-20 09:38:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.5,123,2024,2024-04-21 10:58:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.5,123,2024,2024-04-24 07:18:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.5,123,2024,2024-04-20 14:03:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.5,122.9,2024,2024-02-27 07:46:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.5,123,2024,2024-05-06 12:59:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.5,123,2024,2024-04-21 08:22:00,"Chloebia gouldiae","942010-99999","CYGNET BAY",-16.45,123,"Dampier Peninsula, Shire Of Broome, Western Australia, 6725, Australia","Dampier Peninsula","Western Australia"
-16.4,126.1,2024,2024-05-15 15:11:00,"Chloebia gouldiae","942110-99999","MOUNT ELIZABETH",-16.417,126.1,"Mount Elizabeth Station Access Road, Mount Elizabeth Station, Gibb, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Mount Elizabeth Station Access Road","Western Australia"
-16,128.9,2024,2024-01-01 09:19:00,"Chloebia gouldiae","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.993036,133.42461,2024,2024-02-04 15:19:00,"Chloebia gouldiae","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.993036,133.42461,2024,2024-02-04 15:19:00,"Chloebia gouldiae","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.9,128,2024,2024-04-25 06:25:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.9,128,2024,2024-04-24 06:54:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.9,128,2024,2024-04-23 14:12:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.859483,133.404563,2024,2024-02-04 16:18:00,"Chloebia gouldiae","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.859483,133.404563,2024,2024-03-22 10:10:00,"Chloebia gouldiae","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.859483,133.404563,2024,2024-03-22 10:10:00,"Chloebia gouldiae","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.859483,133.404563,2024,2024-03-21 14:40:00,"Chloebia gouldiae","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.859483,133.404563,2024,2024-03-22 10:10:00,"Chloebia gouldiae","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.859483,133.404563,2024,2024-02-04 16:18:00,"Chloebia gouldiae","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.859483,133.404563,2024,2024-03-21 14:40:00,"Chloebia gouldiae","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.859483,133.404563,2024,2024-03-21 14:40:00,"Chloebia gouldiae","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.8,128.7,2024,2024-02-02 04:33:00,"Chloebia gouldiae","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.8,128.4,2024,2024-03-11 10:38:00,"Chloebia gouldiae","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.8,126.4,2024,2024-05-26 16:32:00,"Chloebia gouldiae","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.8,128.4,2024,2024-03-11 10:38:00,"Chloebia gouldiae","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.8,128.7,2024,2024-01-27 05:10:00,"Chloebia gouldiae","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.8,128.4,2024,2024-03-10 06:48:00,"Chloebia gouldiae","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.8,128.4,2024,2024-03-10 06:48:00,"Chloebia gouldiae","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.780448,130.65601,2024,2024-09-21 07:12:00,"Chloebia gouldiae","942320-99999","VICTORIA RIVER DOWNS",-16.4,131.017,"Buchanan Highway, Victoria River Downs Station, Victoria River, Victoria Daly Region, Northern Territory, Australia","Buchanan Highway","Northern Territory"
-15.780249,130.654808,2024,2024-05-28 14:23:00,"Chloebia gouldiae","942320-99999","VICTORIA RIVER DOWNS",-16.4,131.017,"Buchanan Highway, Victoria River Downs Station, Victoria River, Victoria Daly Region, Northern Territory, Australia","Buchanan Highway","Northern Territory"
-15.780249,130.654808,2024,2024-05-28 14:23:00,"Chloebia gouldiae","942320-99999","VICTORIA RIVER DOWNS",-16.4,131.017,"Buchanan Highway, Victoria River Downs Station, Victoria River, Victoria Daly Region, Northern Territory, Australia","Buchanan Highway","Northern Territory"
-15.7,128.7,2024,2024-03-21 14:10:00,"Chloebia gouldiae","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.7,128.7,2024,2024-03-21 14:10:00,"Chloebia gouldiae","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.7,126.4,2024,2024-05-21 06:20:00,"Chloebia gouldiae","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.7,126.4,2024,2024-05-29 06:30:00,"Chloebia gouldiae","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.7,128.1,2024,2024-05-11 10:20:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6203,130.4471,2024,2024-05-28 16:46:00,"Chloebia gouldiae","941300-99999","BRADSHAW",-14.95,130.8,"Bradshaw, Victoria Daly Region, Northern Territory, 0852, Australia","Bradshaw","Northern Territory"
-15.6203,130.4471,2024,2024-05-28 16:46:00,"Chloebia gouldiae","941300-99999","BRADSHAW",-14.95,130.8,"Bradshaw, Victoria Daly Region, Northern Territory, 0852, Australia","Bradshaw","Northern Territory"
-15.615399,131.128235,2024,2024-05-02 14:58:00,"Chloebia gouldiae","941300-99999","BRADSHAW",-14.95,130.8,"Bradshaw, Victoria Daly Region, Northern Territory, 0852, Australia","Bradshaw","Northern Territory"
-15.6,128.1,2024,2024-02-02 17:10:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128.1,2024,2024-04-11 08:18:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128.2,2024,2024-02-01 17:07:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128.1,2024,2024-06-03 08:02:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128.2,2024,2024-04-25 07:43:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128,2024,2024-07-30 06:21:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128.1,2024,2024-05-11 08:53:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128.1,2024,2024-04-01 07:45:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128,2024,2024-09-06 07:11:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128.2,2024,2024-05-11 06:13:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128.2,2024,2024-04-22 06:15:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128.1,2024,2024-06-03 08:10:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128.2,2024,2024-05-23 06:49:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.6,128.2,2024,2024-05-02 11:52:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.595553,130.319014,2024,2024-04-16 17:30:00,"Chloebia gouldiae","941300-99999","BRADSHAW",-14.95,130.8,"Bradshaw, Victoria Daly Region, Northern Territory, 0852, Australia","Bradshaw","Northern Territory"
-15.511286,129.842992,2024,2024-07-30 08:09:41,"Chloebia gouldiae","941300-99999","BRADSHAW",-14.95,130.8,"Bradshaw, Victoria Daly Region, Northern Territory, 0852, Australia","Bradshaw","Northern Territory"
-15.5,128.2,2024,2024-07-23 07:17:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.1,2024,2024-06-03 08:08:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.1,2024,2024-06-04 07:32:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.1,2024,2024-06-02 06:47:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.2,2024,2024-09-06 06:59:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.1,2024,2024-09-06 07:11:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128,2024,2024-07-23 07:46:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.9,2024,2024-05-06 09:14:00,"Chloebia gouldiae","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.5,128.1,2024,2024-06-03 08:01:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.1,2024,2024-04-28 06:23:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.2,2024,2024-07-20 08:21:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.2,2024,2024-07-23 07:37:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.1,2024,2024-09-06 08:04:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.1,2024,2024-07-23 07:15:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.1,2024,2024-05-22,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.1,2024,2024-05-23,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.5,128.1,2024,2024-03-31 07:31:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.4,128,2024,2024-06-02 06:49:00,"Chloebia gouldiae","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.355099,131.590438,2024,2024-05-18 10:02:00,"Chloebia gouldiae","942250-99999","DELAMERE WEAPONS RANGE",-15.75,131.917,"Delamere, Victoria Daly Region, Northern Territory, Australia","Delamere","Northern Territory"
-15.353011,131.590583,2024,2024-05-28 08:31:00,"Chloebia gouldiae","942250-99999","DELAMERE WEAPONS RANGE",-15.75,131.917,"Delamere, Victoria Daly Region, Northern Territory, Australia","Delamere","Northern Territory"
-15.353011,131.590583,2024,2024-05-28 08:31:00,"Chloebia gouldiae","942250-99999","DELAMERE WEAPONS RANGE",-15.75,131.917,"Delamere, Victoria Daly Region, Northern Territory, Australia","Delamere","Northern Territory"
-14.917587,131.957005,2024,2024-01-28 08:28:00,"Chloebia gouldiae","941310-99999","TINDAL",-14.521,132.378,"RAAF Base Tindal, Old Northern Australia Railway Alignment, Tindal, Town of Katherine, Northern Territory, Australia","RAAF Base Tindal","Northern Territory"
-14.917587,131.957005,2024,2024-01-28 08:28:00,"Chloebia gouldiae","941310-99999","TINDAL",-14.521,132.378,"RAAF Base Tindal, Old Northern Australia Railway Alignment, Tindal, Town of Katherine, Northern Territory, Australia","RAAF Base Tindal","Northern Territory"
-14.91489,131.952952,2024,2024-07-11 08:51:00,"Chloebia gouldiae","941310-99999","TINDAL",-14.521,132.378,"RAAF Base Tindal, Old Northern Australia Railway Alignment, Tindal, Town of Katherine, Northern Territory, Australia","RAAF Base Tindal","Northern Territory"
-14.903405,131.951134,2024,2024-05-29 11:35:00,"Chloebia gouldiae","941310-99999","TINDAL",-14.521,132.378,"RAAF Base Tindal, Old Northern Australia Railway Alignment, Tindal, Town of Katherine, Northern Territory, Australia","RAAF Base Tindal","Northern Territory"
-14.903405,131.951134,2024,2024-05-29 11:35:00,"Chloebia gouldiae","941310-99999","TINDAL",-14.521,132.378,"RAAF Base Tindal, Old Northern Australia Railway Alignment, Tindal, Town of Katherine, Northern Territory, Australia","RAAF Base Tindal","Northern Territory"
-14.733175,134.730887,2024,2024-04-12 07:14:00,"Chloebia gouldiae","941060-99999","NGUKURR AIRPORT",-14.717,134.75,"Ngukurr, Roper Gulf Region, Northern Territory, 0852, Australia","Ngukurr","Northern Territory"
-14.611159,132.704544,2024,2024-05-24 10:30:00,"Chloebia gouldiae","941310-99999","TINDAL",-14.521,132.378,"RAAF Base Tindal, Old Northern Australia Railway Alignment, Tindal, Town of Katherine, Northern Territory, Australia","RAAF Base Tindal","Northern Territory"
-14.611159,132.704544,2024,2024-04-27 09:58:00,"Chloebia gouldiae","941310-99999","TINDAL",-14.521,132.378,"RAAF Base Tindal, Old Northern Australia Railway Alignment, Tindal, Town of Katherine, Northern Territory, Australia","RAAF Base Tindal","Northern Territory"
-14.611159,132.704544,2024,2024-03-09 08:16:00,"Chloebia gouldiae","941310-99999","TINDAL",-14.521,132.378,"RAAF Base Tindal, Old Northern Australia Railway Alignment, Tindal, Town of Katherine, Northern Territory, Australia","RAAF Base Tindal","Northern Territory"
