"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-11,2024,1,11,11,27.2,24,17.9,24,NA,0,NA,0,10,24,8.7,24,11.3,14.4,37.5,NA,20.9,"*",0,"G",NA,0,0,0,0,0,0,2,3.6,56.8
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-12,2024,1,12,12,26.7,24,18.6,24,NA,0,NA,0,10,24,8.6,24,10.8,13.9,36.7,NA,20.7,"*",0,"G",NA,0,0,0,0,0,0,2.1,3.5,61.2
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-13,2024,1,13,13,25.8,22,18.2,22,NA,0,NA,0,10,21,8,22,10.3,12.9,35.3,"*",20.6,NA,0,"G",NA,0,0,0,0,0,0,2.1,3.3,62.9
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-14,2024,1,14,14,26.4,24,18.1,24,NA,0,NA,0,10,24,8.3,24,11.3,15.4,34.6,NA,21,"*",0,"C",NA,0,0,0,0,0,0,2.1,3.4,60.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-15,2024,1,15,15,26.6,24,18.3,24,NA,0,NA,0,10,24,7.4,24,10.8,14.4,33,NA,21.2,NA,0,"G",NA,0,0,0,0,0,0,2.1,3.5,60.4
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-16,2024,1,16,16,26.5,24,17.9,24,NA,0,NA,0,10,24,7.4,24,9.8,13.4,33,"*",21.8,"*",0,"G",NA,0,0,0,0,0,0,2,3.5,59.2
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-17,2024,1,17,17,26.9,24,18.1,24,NA,0,NA,0,10,21,8.7,24,11.8,NA,34,"*",23,"*",0,"A",NA,0,0,0,0,0,0,2.1,3.5,58.6
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-18,2024,1,18,18,28.8,24,18.4,24,NA,0,NA,0,9.8,23,8.4,24,12.4,16,39,"*",23,"*",0,"B",NA,0,0,0,0,0,0,2.1,4,53.4
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-19,2024,1,19,19,29.7,24,18,24,NA,0,NA,0,10,24,8.6,24,10.3,NA,39.4,NA,24.9,"*",0,"C",NA,0,0,0,0,0,0,2.1,4.2,49.5
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-20,2024,1,20,20,31.4,24,16.9,24,NA,0,NA,0,10,24,9,24,11.8,17.5,44.4,NA,24,"*",0,"G",NA,0,0,0,0,0,0,1.9,4.6,41.9
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-21,2024,1,21,21,30.2,24,18.7,24,NA,0,NA,0,9.5,24,10,24,13.4,17.5,41,NA,24,"*",0,"G",NA,0,0,0,0,0,0,2.2,4.3,50.2
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-22,2024,1,22,22,29.6,24,16.9,24,NA,0,NA,0,8.5,23,10.4,24,13.4,17,40.8,NA,22.8,"*",0,"G",NA,0,0,0,0,0,0,1.9,4.1,46.4
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-23,2024,1,23,23,28.9,24,15.9,24,NA,0,NA,0,8.4,23,10.6,24,14.4,19.6,40.6,NA,22,"*",0,"G",NA,0,0,0,0,0,0,1.8,4,45.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-24,2024,1,24,24,27.9,24,16.5,24,NA,0,NA,0,9.8,24,9.1,24,11.8,14.9,39.3,NA,21,"*",0,"G",NA,0,0,0,0,0,0,1.9,3.8,49.9
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-25,2024,1,25,25,26.6,24,17.9,24,NA,0,NA,0,10,24,8.5,24,11.3,NA,35.9,NA,21,NA,0,"G",NA,0,0,0,0,0,0,2,3.5,58.9
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-26,2024,1,26,26,28.6,24,18.7,24,NA,0,NA,0,10,23,5.7,24,10.8,NA,37,"*",23.8,"*",0,"B",NA,0,0,0,0,0,0,2.2,3.9,55.1
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-27,2024,1,27,27,28.8,24,19.3,24,NA,0,NA,0,10,24,5.1,24,7.7,NA,35.2,"*",23,"*",0,"B",NA,0,0,0,0,0,0,2.2,4,56.5
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-28,2024,1,28,28,28.1,24,18.8,24,NA,0,NA,0,10,22,6.5,24,9.8,12.4,37,"*",22.5,"*",0,"A",NA,0,0,0,0,0,0,2.2,3.8,57.1
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-29,2024,1,29,29,28.2,23,17.8,23,NA,0,NA,0,10,21,7,23,10.3,NA,38,"*",22,"*",0,"B",NA,0,0,0,0,0,0,2,3.8,53.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-30,2024,1,30,30,30.4,24,17.9,24,NA,0,NA,0,10,23,7.9,24,10.8,NA,41,"*",25,"*",0,"A",NA,0,0,0,0,0,0,2,4.3,47.2
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-01-31,2024,1,31,31,30.2,24,19.5,24,NA,0,NA,0,10,24,4.1,24,8.2,NA,39.6,NA,25.8,"*",0,"C",NA,0,0,0,0,0,0,2.3,4.3,52.8
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-01,2024,2,1,32,30,24,20.9,24,NA,0,NA,0,10,24,4.8,24,8.2,NA,39.8,NA,25,"*",0,"G",NA,0,0,0,0,0,0,2.5,4.2,58.2
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-02,2024,2,2,33,29.8,18,21.2,18,NA,0,NA,0,10,15,6.3,17,11.3,NA,36.1,NA,24,"*",0,"G",NA,0,0,0,0,0,0,2.5,4.2,60
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-03,2024,2,3,34,28.3,24,20.5,24,NA,0,NA,0,10,24,7.5,24,9.8,NA,34.3,"*",23.7,"*",0,"B",NA,0,0,0,0,0,0,2.4,3.8,62.7
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-04,2024,2,4,35,28.6,24,17.8,24,NA,0,NA,0,10,24,9.1,24,11.3,16.5,39,"*",21.5,"*",0,"C",NA,0,0,0,0,0,0,2,3.9,52.1
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-05,2024,2,5,36,29.6,24,13.1,24,NA,0,NA,0,10,24,7.3,24,10.3,NA,41,"*",21.5,NA,0,"G",NA,0,0,0,0,0,0,1.5,4.1,36.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-06,2024,2,6,37,29.3,24,16.6,24,NA,0,NA,0,10,24,4.9,24,8.8,NA,36.9,NA,21,"*",0,"B",NA,0,0,0,0,0,0,1.9,4.1,46.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-07,2024,2,7,38,28.5,24,19.8,24,NA,0,NA,0,10,23,5.4,24,8.2,NA,34,"*",23,"*",0,"B",NA,0,0,0,0,0,0,2.3,3.9,59.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-08,2024,2,8,39,31.9,24,15.9,24,NA,0,NA,0,10,24,5.9,24,9.8,NA,41.9,NA,25.7,"*",0,"C",NA,0,0,0,0,0,0,1.8,4.7,38.2
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-09,2024,2,9,40,33.8,24,13.8,24,NA,0,NA,0,10,24,4,24,8.2,NA,41.8,NA,25.5,NA,0,"G",NA,0,0,0,0,0,0,1.6,5.3,30
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-10,2024,2,10,41,32.9,24,14.3,24,NA,0,NA,0,10,24,4.5,24,7.7,NA,42.6,NA,24,"*",0,"G",NA,0,0,0,0,0,0,1.6,5,32.6
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-11,2024,2,11,42,32.2,24,17.7,24,NA,0,NA,0,10,24,5.1,24,7.7,NA,43.1,NA,23.6,NA,0,"G",NA,0,0,0,0,0,0,2,4.8,42.1
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-12,2024,2,12,43,32.7,24,15.7,24,NA,0,NA,0,10,24,6.5,24,8.8,NA,40.4,NA,24,"*",0,"G",NA,0,0,0,0,0,0,1.8,4.9,36
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-13,2024,2,13,44,33.8,24,14.2,24,NA,0,NA,0,10,24,5.9,24,9.3,NA,44.9,NA,23,"*",0,"G",NA,0,0,0,0,0,0,1.6,5.3,30.8
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-14,2024,2,14,45,28.8,24,21.4,24,NA,0,NA,0,10,23,4.9,24,10.3,NA,34.2,NA,22.2,NA,0,"G",NA,0,0,0,0,0,0,2.5,4,64.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-15,2024,2,15,46,30,24,21.5,24,NA,0,NA,0,10,22,4.5,24,7.2,12.9,36,"*",24.3,NA,0,"G",NA,0,0,0,0,0,0,2.6,4.2,60.4
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-16,2024,2,16,47,32.4,24,19.4,24,NA,0,NA,0,10,24,5,24,7.7,NA,41.7,NA,28,"*",0,"C",NA,0,0,0,0,0,0,2.2,4.9,46.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-17,2024,2,17,48,34.6,24,13.2,24,NA,0,NA,0,10,23,5.1,24,8.8,NA,44.5,NA,26,"*",0,"G",NA,0,0,0,0,0,0,1.5,5.5,27.6
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-18,2024,2,18,49,30.2,21,22.3,21,NA,0,NA,0,10,19,4.9,21,8.8,12.9,42,"*",24,"*",0,"B",NA,0,0,0,0,0,0,2.7,4.3,62.7
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-19,2024,2,19,50,32.7,21,18.9,21,NA,0,NA,0,10,19,6,20,9.3,9.8,46,"*",27,"*",0,"B",NA,0,0,0,0,0,0,2.2,4.9,44.1
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-20,2024,2,20,51,33.7,24,19.1,24,NA,0,NA,0,10,24,7.2,24,9.8,12.9,44,"*",27,"*",0,"C",NA,0,0,0,0,0,0,2.2,5.2,42.2
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-21,2024,2,21,52,32.9,24,17.1,24,NA,0,NA,0,7.7,24,8,24,11.8,16,45.2,NA,24.9,"*",0,"G",NA,0,0,0,0,0,0,1.9,5,39
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-22,2024,2,22,53,31.9,24,20.3,24,NA,0,NA,0,9.3,23,7,24,10.8,NA,42.7,NA,24.8,NA,0,"G",NA,0,0,0,0,0,0,2.4,4.7,50.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-23,2024,2,23,54,29.4,24,23.6,24,NA,0,NA,0,9.8,23,4.3,24,8.8,NA,34.3,NA,25.8,NA,0,"G",NA,0,1,0,0,1,0,2.9,4.1,71
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-24,2024,2,24,55,27,24,24.7,24,NA,0,NA,0,9.7,24,8.1,24,13.4,17,29.1,NA,25,"*",3.05,"G",NA,0,1,0,0,0,0,3.1,3.6,87.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-25,2024,2,25,56,27.8,24,23.1,24,NA,0,NA,0,10,23,4.3,24,6.7,NA,32,NA,24,"*",0.51,"G",NA,0,0,0,0,0,0,2.8,3.7,75.6
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-26,2024,2,26,57,28.5,24,21.4,24,NA,0,NA,0,10,24,6.5,24,8.8,NA,36.2,NA,24,NA,0,"G",NA,0,0,0,0,0,0,2.5,3.9,65.5
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-27,2024,2,27,58,29.5,24,21.6,24,NA,0,NA,0,10,24,7.8,24,10.3,14.9,40.4,NA,23,"*",0,"G",NA,0,0,0,0,0,0,2.6,4.1,62.6
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-28,2024,2,28,59,28,24,20.4,24,NA,0,NA,0,10,23,7.6,24,9.8,NA,36.6,NA,23,NA,0,"G",NA,0,0,0,0,0,0,2.4,3.8,63.4
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-02-29,2024,2,29,60,27.7,24,20.1,24,NA,0,NA,0,10,24,7.8,24,9.8,NA,35.9,NA,22.5,NA,0,"G",NA,0,0,0,0,0,0,2.3,3.7,63.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-01,2024,3,1,61,27.8,24,19.9,24,NA,0,NA,0,10,23,7.7,24,9.8,13.9,36.6,NA,22.5,NA,0,"G",NA,0,0,0,0,0,0,2.3,3.7,62.2
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-02,2024,3,2,62,28.3,24,20.3,24,NA,0,NA,0,10,24,7.6,24,10.3,NA,36,NA,23,NA,0,"G",NA,0,0,0,0,0,0,2.4,3.8,61.9
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-03,2024,3,3,63,28.3,24,19.9,24,NA,0,NA,0,10,24,7.7,24,10.3,NA,38.4,NA,23,"*",0,"G",NA,0,0,0,0,0,0,2.3,3.8,60.4
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-04,2024,3,4,64,29.2,24,19.4,24,NA,0,NA,0,9.5,24,8.2,24,10.8,13.9,38.4,NA,22.9,NA,0,"G",NA,0,0,0,0,0,0,2.2,4,55.6
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-05,2024,3,5,65,30.2,24,20.4,24,NA,0,NA,0,10,24,6.1,24,8.8,NA,39.9,NA,22.9,NA,0,"G",NA,0,0,0,0,0,0,2.4,4.3,55.8
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-06,2024,3,6,66,30.4,24,22.3,24,NA,0,NA,0,10,24,3.9,24,8.2,NA,38.5,NA,24.7,NA,0,"G",NA,0,0,0,0,0,0,2.7,4.3,62
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-07,2024,3,7,67,29.9,24,23.9,24,NA,0,NA,0,10,23,5.6,24,9.3,NA,37.9,NA,25.3,NA,0,"G",NA,0,0,0,0,0,0,3,4.2,70.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-08,2024,3,8,68,29.8,24,22.3,24,NA,0,NA,0,10,24,6.4,24,10.3,NA,39.1,NA,25,"*",0,"G",NA,0,0,0,0,0,0,2.7,4.2,64.2
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-09,2024,3,9,69,30.3,24,18,24,NA,0,NA,0,10,24,6.9,24,10.3,14.4,40,NA,22.8,"*",0,"G",NA,0,0,0,0,0,0,2.1,4.3,47.8
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-10,2024,3,10,70,31.8,24,17.4,24,NA,0,NA,0,10,24,6.9,24,9.3,NA,40.4,NA,22.7,NA,0,"G",NA,0,0,0,0,0,0,2,4.7,42.2
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-11,2024,3,11,71,31.7,24,19.5,24,NA,0,NA,0,10,23,6.7,24,8.8,NA,39.6,NA,25.9,"*",0,"G",NA,0,0,0,0,0,0,2.3,4.7,48.5
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-12,2024,3,12,72,30.7,24,21.9,24,NA,0,NA,0,10,23,4.2,24,7.2,NA,37.2,"*",25,"*",0,"G",NA,0,0,0,0,0,0,2.6,4.4,59.5
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-13,2024,3,13,73,28.3,24,22.8,24,NA,0,NA,0,10,24,4.9,24,10.8,NA,33.1,NA,23,"*",0,"C",NA,0,0,0,0,0,0,2.8,3.8,72.1
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-14,2024,3,14,74,31.7,24,20.3,24,NA,0,NA,0,10,23,3.8,24,8.8,NA,39.7,NA,23.3,NA,0,"G",NA,0,1,0,0,0,0,2.4,4.7,50.9
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-15,2024,3,15,75,32.7,24,22.6,24,NA,0,NA,0,10,24,3.7,24,6.2,NA,39.2,NA,25.8,NA,0.76,"G",NA,0,0,0,0,0,0,2.7,4.9,55.4
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-16,2024,3,16,76,34.1,24,22.8,24,NA,0,NA,0,10,24,4,24,7.7,NA,41.6,NA,26.6,NA,0,"G",NA,0,0,0,0,0,0,2.8,5.3,51.8
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-17,2024,3,17,77,29.4,24,25.1,24,NA,0,NA,0,9.7,24,4.1,24,12.9,23.2,39,NA,25,"*",0,"G",NA,0,1,0,0,1,0,3.2,4.1,77.7
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-18,2024,3,18,78,29,24,24.9,24,NA,0,NA,0,9.8,24,4.3,24,7.2,NA,34,NA,24.3,NA,26.42,"G",NA,0,1,0,0,0,0,3.1,4,78.6
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-19,2024,3,19,79,30.1,24,24.6,24,NA,0,NA,0,10,23,5,24,7.7,NA,35.3,NA,26,NA,7.87,"G",NA,0,0,0,0,0,0,3.1,4.3,72.4
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-20,2024,3,20,80,30.9,24,23,24,NA,0,NA,0,10,24,5,24,8.2,NA,35.6,NA,26,"*",0,"G",NA,0,0,0,0,0,0,2.8,4.5,62.9
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-21,2024,3,21,81,31.2,24,19.5,24,NA,0,NA,0,10,24,4.9,24,8.2,NA,39,"*",26,"*",0,"G",NA,0,0,0,0,0,0,2.3,4.5,49.9
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-22,2024,3,22,82,32.4,24,16.8,24,NA,0,NA,0,10,24,4.6,24,7.7,NA,40,NA,25,"*",0,"G",NA,0,0,0,0,0,0,1.9,4.9,39.3
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-23,2024,3,23,83,30.7,24,20.9,24,NA,0,NA,0,10,24,5.5,24,9.8,NA,35.8,NA,24.6,NA,0,"G",NA,0,0,0,0,0,0,2.5,4.4,55.9
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-24,2024,3,24,84,28.6,24,18.1,24,NA,0,NA,0,10,24,5.6,24,10.8,13.9,34.1,NA,20,"*",0,"G",NA,0,0,0,0,0,0,2.1,3.9,53
"943020-99999","LEARMONTH","AS","AUSTRALIA","AU","AUS","",-22.236,114.089,5.79,19750228,20240909,2024-03-25,2024,3,25,85,28.1,24,15.9,24,NA,0,NA,0,10,24,5.1,24,7.2,NA,34,NA,19.9,NA,0,"G",NA,0,0,0,0,0,0,1.8,3.8,47.5
